,formula,file_dir,error_str,folder_ind,chgnet_ehull,corrected_chgnet_ehull
461,Ho6 In4 Ir8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/883/min_e_strc.cif,no_error,883,0.2236277262369768,0.2236277262369768
462,Ce2 Lu2 F10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/351/min_e_strc.cif,no_error,351,0.0446911539350241,0.0446911539350241
463,Dy2 Ga2 Co6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/220/min_e_strc.cif,no_error,220,0.0955832130030565,0.0955832130030565
464,Fe3 Pd1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/436/min_e_strc.cif,no_error,436,0.015235265096029238,0.015235265096029238
465,Mg8 Ni16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/651/min_e_strc.cif,No valid decomposition found for PDEntry : Mg8 Ni16 with energy = -109.6179! (e_h: -0.00470733642578125),651,0.0,-0.00470733642578125
466,Er3 Cd3 Pd3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/686/min_e_strc.cif,No valid decomposition found for PDEntry : Er3 Cd3 Pd3 with energy = -38.3026! (e_h: -0.009443044662477362),686,0.0,-0.009443044662477362
467,Li6 V6 S18,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/412/min_e_strc.cif,no_error,412,0.08166227340698207,0.08166227340698207
468,Rb4 Tm8 In4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/387/min_e_strc.cif,no_error,387,0.540186196565628,0.540186196565628
469,Lu2 Tl6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/410/min_e_strc.cif,No valid decomposition found for PDEntry : Lu2 Tl6 with energy = -24.3912! (e_h: -0.012531042098999468),410,0.0,-0.012531042098999468
470,Cd4 P4 O24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/717/min_e_strc.cif,no_error,717,0.5236854553222656,0.5236854553222656
471,Cs2 Tl2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/242/min_e_strc.cif,No valid decomposition found for PDEntry : Cs2 Tl2 with energy = -7.0026! (e_h: -0.1439896821975708),242,0.0,-0.1439896821975708
472,Ag48 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/617/min_e_strc.cif,no_error,617,0.11256533861160278,0.11256533861160278
473,Na8 U4 Cl48,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/27/min_e_strc.cif,no_error,27,0.6681494553883871,0.6681494553883871
474,Mn8 O8 F8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/577/min_e_strc.cif,no_error,577,0.09825944900512695,0.09825944900512695
475,Gd4 Tm4 Hg8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/926/min_e_strc.cif,No valid decomposition found for PDEntry : Gd4 Tm4 Hg8 with energy = -84.5589! (e_h: -0.004355430603027344),926,0.0,-0.004355430603027344
476,V12 Fe2 B1 Mo6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/245/min_e_strc.cif,no_error,245,1.9766310737246577,1.9766310737246577
477,Ca4 Au8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/847/min_e_strc.cif,No valid decomposition found for PDEntry : Ca4 Au8 with energy = -42.9953! (e_h: -0.00591588020324707),847,0.0,-0.00591588020324707
478,Zr6 Mn12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/203/min_e_strc.cif,no_error,203,0.6335716247558576,0.6335716247558576
479,Tm4 B8 C4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/720/min_e_strc.cif,no_error,720,0.22477197647094727,0.22477197647094727
480,K4 Cr8 F20,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/304/min_e_strc.cif,no_error,304,0.13244152069091264,0.13244152069091264
481,Li4 Mg2 I4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/314/min_e_strc.cif,no_error,314,0.2401713609695424,0.2401713609695424
482,Li2 Ni4 Ge4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/894/min_e_strc.cif,no_error,894,0.006530382973808813,0.006530382973808813
483,Y3 Zr3 O6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/209/min_e_strc.cif,no_error,209,0.15763205289840698,0.15763205289840698
484,Cs4 Cu8 F24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/11/min_e_strc.cif,no_error,11,0.11402034759522284,0.11402034759522284
485,Li4 V4 O10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/478/min_e_strc.cif,no_error,478,0.40888088881367946,0.40888088881367946
486,Pr8 Al4 Ni12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/581/min_e_strc.cif,no_error,581,0.11982417106628418,0.11982417106628418
487,Ba2 Ti4 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/19/min_e_strc.cif,no_error,19,0.49634755312741063,0.49634755312741063
488,Ce2 P2 Pt4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/540/min_e_strc.cif,no_error,540,0.05962944030761541,0.05962944030761541
489,Nb8 N12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/231/min_e_strc.cif,no_error,231,0.016253166198730185,0.016253166198730185
490,P3 Se3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/365/min_e_strc.cif,no_error,365,0.03743886947631836,0.03743886947631836
491,Ce4 Lu4 Ru8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/447/min_e_strc.cif,No valid decomposition found for PDEntry : Ce4 Lu4 Ru8 with energy = -123.1902! (e_h: -0.030841016769408647),447,0.0,-0.030841016769408647
492,Co18 Bi9,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/596/min_e_strc.cif,no_error,596,0.1635775566101083,0.1635775566101083
493,La10 Mn4 Sb4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/54/min_e_strc.cif,no_error,54,0.4334165785047741,0.4334165785047741
494,Y2 Cu4 P4 H8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/60/min_e_strc.cif,no_error,60,0.26504299375745966,0.26504299375745966
495,Sc4 Sn4 Au8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/280/min_e_strc.cif,no_error,280,0.001946055889129994,0.001946055889129994
496,Sr1 Ag1 Se2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/43/min_e_strc.cif,no_error,43,0.7405166625976562,0.7405166625976562
497,Nb6 Se12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/386/min_e_strc.cif,no_error,386,0.11447858810424805,0.11447858810424805
498,Er4 Pd8 Pb4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/115/min_e_strc.cif,No valid decomposition found for PDEntry : Er4 Pd8 Pb4 with energy = -85.9613! (e_h: -0.006508350372314453),115,0.0,-0.006508350372314453
499,W2 N8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/739/min_e_strc.cif,no_error,739,0.03759536743164027,0.03759536743164027
500,K3 I1 Br1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/886/min_e_strc.cif,no_error,886,0.20513472557067924,0.20513472557067924
501,Sr4 La8 O20,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/637/min_e_strc.cif,no_error,637,0.14646857976913452,0.14646857976913452
502,Na3 Mo3 O6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/982/min_e_strc.cif,no_error,982,0.6733264327049246,0.6733264327049246
503,Ce4 Si8 Pd8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/841/min_e_strc.cif,no_error,841,0.09488487243652344,0.09488487243652344
504,Pm4 Tl4 Hg8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/14/min_e_strc.cif,no_error,14,0.0016961097717285156,0.0016961097717285156
505,Zn4 Pd8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/554/min_e_strc.cif,no_error,554,0.08017539978027344,0.08017539978027344
506,Pm4 Mg4 Rh8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/823/min_e_strc.cif,No valid decomposition found for PDEntry : Pm4 Mg4 Rh8 with energy = -93.8843! (e_h: -0.004860401153564453),823,0.0,-0.004860401153564453
507,Nb4 P4 O20,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/212/min_e_strc.cif,no_error,212,0.12630271911621094,0.12630271911621094
508,Rb4 Co2 Te4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/835/min_e_strc.cif,no_error,835,0.26934018135070925,0.26934018135070925
509,Pr6 Ga2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/121/min_e_strc.cif,no_error,121,0.0824268658955889,0.0824268658955889
510,Ce2 Mn6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/82/min_e_strc.cif,no_error,82,0.7139178514480591,0.7139178514480591
511,Ag6 Pt6 O36,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/458/min_e_strc.cif,no_error,458,0.7155374884605408,0.7155374884605408
512,Pr2 S1 O2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/179/min_e_strc.cif,No valid decomposition found for PDEntry : Pr2 S1 O2 with energy = -40.5394! (e_h: -0.0013093948364257812),179,0.0,-0.0013093948364257812
513,Fe6 Re2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/131/min_e_strc.cif,no_error,131,0.014358043670654297,0.014358043670654297
514,Cs4 S4 O4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/798/min_e_strc.cif,no_error,798,0.512274364630378,0.512274364630378
515,P2 H8 O12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/984/min_e_strc.cif,no_error,984,0.11530496857382833,0.11530496857382833
516,Sm4 Sc4 Hg8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/751/min_e_strc.cif,No valid decomposition found for PDEntry : Sm4 Sc4 Hg8 with energy = -53.9554! (e_h: -0.06948654651641917),751,0.0,-0.06948654651641917
517,Pr1 Ga6 Ni3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/473/min_e_strc.cif,no_error,473,0.2466835242051344,0.2466835242051344
518,Nb2 Mo12 W12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/506/min_e_strc.cif,no_error,506,0.3001251954298727,0.3001251954298727
519,Ho6 Al3 Co51,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/907/min_e_strc.cif,no_error,907,0.32522708177566706,0.32522708177566706
520,Pa4 Ge8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/503/min_e_strc.cif,No valid decomposition found for PDEntry : Pa4 Ge8 with energy = -79.6541! (e_h: -0.02864440282185754),503,0.0,-0.02864440282185754
521,Li4 Co8 Si4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/855/min_e_strc.cif,No valid decomposition found for PDEntry : Li4 Co8 Si4 with energy = -92.1809! (e_h: -0.010663509368896484),855,0.0,-0.010663509368896484
522,Np4 Zn8 Ru4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/32/min_e_strc.cif,no_error,32,0.19104512532552143,0.19104512532552143
523,Tl4 N4 Cl8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/754/min_e_strc.cif,no_error,754,0.9135182499885559,0.9135182499885559
524,Cd8 Ag16 O32,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/799/min_e_strc.cif,no_error,799,0.06928586959838867,0.06928586959838867
525,Eu4 Mo4 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/12/min_e_strc.cif,no_error,12,0.0821390151977539,0.0821390151977539
526,Sm2 Pd2 Au2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/33/min_e_strc.cif,no_error,33,0.0995133188035755,0.0995133188035755
527,Cu2 O2 F8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/41/min_e_strc.cif,no_error,41,0.04181373119354248,0.04181373119354248
528,Li3 Cl2 O3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/902/min_e_strc.cif,no_error,902,0.14372117817401886,0.14372117817401886
529,Sr16 Sn48,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/599/min_e_strc.cif,no_error,599,0.04821944236755282,0.04821944236755282
530,Gd16 Cu4 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/426/min_e_strc.cif,no_error,426,0.4317825458667883,0.4317825458667883
531,Sc2 Ta2 O4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/936/min_e_strc.cif,no_error,936,0.7370064735412605,0.7370064735412605
532,V8 O14 F6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/635/min_e_strc.cif,no_error,635,0.08735663550238648,0.08735663550238648
533,Cu1 Sn1 O6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/778/min_e_strc.cif,no_error,778,0.11072951555252075,0.11072951555252075
534,La4 Mg4 Al8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/17/min_e_strc.cif,no_error,17,0.06954315304756165,0.06954315304756165
535,Tm10 Fe2 Ge10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/968/min_e_strc.cif,no_error,968,0.2345931833440602,0.2345931833440602
536,Co3 H1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/925/min_e_strc.cif,no_error,925,0.4608912467956543,0.4608912467956543
537,Ho3 Tl3 Se6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/756/min_e_strc.cif,No valid decomposition found for PDEntry : Ho3 Tl3 Se6 with energy = -61.0801! (e_h: -0.0038781166076748974),756,0.0,-0.0038781166076748974
538,Ce4 Si4 Ru2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/207/min_e_strc.cif,no_error,207,0.24188032150268768,0.24188032150268768
539,Pr4 Ni14 Ge12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/25/min_e_strc.cif,no_error,25,0.11592335928053554,0.11592335928053554
540,Mn4 Fe8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/735/min_e_strc.cif,no_error,735,0.06604332394070056,0.06604332394070056
541,Hg2 Pb4 Se10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/411/min_e_strc.cif,no_error,411,0.025243103504180908,0.025243103504180908
542,Sc2 Al8 Ag8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/519/min_e_strc.cif,no_error,519,0.21184382886968,0.21184382886968
543,Cs4 Se10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/496/min_e_strc.cif,No valid decomposition found for PDEntry : Cs4 Se10 with energy = -51.4964! (e_h: -0.0025784969329829543),496,0.0,-0.0025784969329829543
544,Ti4 Ru4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/648/min_e_strc.cif,No valid decomposition found for PDEntry : Ti4 Ru4 with energy = -74.1674! (e_h: -0.0025911331176757812),648,0.0,-0.0025911331176757812
545,Na4 Cd12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/13/min_e_strc.cif,no_error,13,0.007327795028686301,0.007327795028686301
546,Sr4 Mn12 Zn8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/955/min_e_strc.cif,no_error,955,0.396773099899292,0.396773099899292
547,Ca2 Ni2 Sb4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/380/min_e_strc.cif,no_error,380,0.3110594532706532,0.3110594532706532
548,Cs16 Li24 Br24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/492/min_e_strc.cif,no_error,492,0.4066454768180847,0.4066454768180847
549,Ca3 Sn1 O4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/229/min_e_strc.cif,no_error,229,0.35178710520267487,0.35178710520267487
550,Mn4 Se2 N2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/601/min_e_strc.cif,no_error,601,0.036739349365234375,0.036739349365234375
551,Tm8 Cu8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/46/min_e_strc.cif,No valid decomposition found for PDEntry : Tm8 Cu8 with energy = -72.9255! (e_h: -0.0031800270080566406),46,0.0,-0.0031800270080566406
552,Fe4 Ge4 Pt4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/998/min_e_strc.cif,no_error,998,0.06825081507364938,0.06825081507364938
553,La6 Mg6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/451/min_e_strc.cif,no_error,451,0.02226239442825273,0.02226239442825273
554,Co2 Ge2 Sb6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/772/min_e_strc.cif,No valid decomposition found for PDEntry : Co2 Ge2 Sb6 with energy = -50.2682! (e_h: -0.018184089660642222),772,0.0,-0.018184089660642222
555,Ti15 Se18,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/139/min_e_strc.cif,no_error,139,0.009719967842102939,0.009719967842102939
556,Al16 Ga2 Ni4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/780/min_e_strc.cif,no_error,780,0.07701204039833787,0.07701204039833787
557,La4 Os4 N12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/407/min_e_strc.cif,no_error,407,0.056622505187986505,0.056622505187986505
558,Na8 Pd4 O4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/431/min_e_strc.cif,no_error,431,0.21216869354248047,0.21216869354248047
559,Pr1 Y1 Ni1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/252/min_e_strc.cif,no_error,252,0.1712813377380371,0.1712813377380371
560,Y2 Zn2 Ni4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/912/min_e_strc.cif,no_error,912,0.04543312390645493,0.04543312390645493
561,Li8 Ge8 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/234/min_e_strc.cif,no_error,234,0.1955531239509556,0.1955531239509556
562,Ta2 Cr1 Fe10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/340/min_e_strc.cif,no_error,340,0.10103086324838273,0.10103086324838273
563,Nd4 Co8 B4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/865/min_e_strc.cif,no_error,865,0.3286722633573751,0.3286722633573751
564,Gd8 Ag8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/958/min_e_strc.cif,No valid decomposition found for PDEntry : Gd8 Ag8 with energy = -140.3311! (e_h: -0.0013742446899414062),958,0.0,-0.0013742446899414062
565,Th4 N1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/459/min_e_strc.cif,no_error,459,0.04021577835083079,0.04021577835083079
566,Pd2 Pt6 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/533/min_e_strc.cif,no_error,533,0.17767608165740967,0.17767608165740967
567,Ti8 Mn4 Ir4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/53/min_e_strc.cif,No valid decomposition found for PDEntry : Ti8 Mn4 Ir4 with energy = -144.9020! (e_h: -0.0035009384155255674),53,0.0,-0.0035009384155255674
568,Dy4 Fe4 O12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/526/min_e_strc.cif,No valid decomposition found for PDEntry : Dy4 Fe4 O12 with energy = -168.5952! (e_h: -0.00463104248046875),526,0.0,-0.00463104248046875
569,Hf8 Al16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/287/min_e_strc.cif,no_error,287,0.00820551978217221,0.00820551978217221
570,Ta1 Sn3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/732/min_e_strc.cif,no_error,732,0.3081185221672058,0.3081185221672058
571,Er4 Cu4 Pd8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/211/min_e_strc.cif,No valid decomposition found for PDEntry : Er4 Cu4 Pd8 with energy = -87.5624! (e_h: -0.018482017517089666),211,0.0,-0.018482017517089666
572,Sm4 Mg8 Pt4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/316/min_e_strc.cif,no_error,316,0.23916807770729065,0.23916807770729065
573,Tb3 In1 Pd2 Pb3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/501/min_e_strc.cif,no_error,501,0.041836868632923796,0.041836868632923796
574,Y8 C32,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/250/min_e_strc.cif,no_error,250,0.20954794883727956,0.20954794883727956
575,Tb2 Sc2 S7,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/495/min_e_strc.cif,no_error,495,0.17705505544489064,0.17705505544489064
576,Co2 Ge4 Rh4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/79/min_e_strc.cif,no_error,79,0.44564042091369593,0.44564042091369593
577,Ce2 Mg3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/832/min_e_strc.cif,no_error,832,0.014206433296203969,0.014206433296203969
578,U8 C16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/218/min_e_strc.cif,no_error,218,1.3639793395996112,1.3639793395996112
579,Li3 P1 Ru2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/830/min_e_strc.cif,no_error,830,0.09845097859700491,0.09845097859700491
580,Dy3 Mg2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/771/min_e_strc.cif,no_error,771,0.09544219970703116,0.09544219970703116
581,Ba4 Fe4 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/487/min_e_strc.cif,no_error,487,0.28207031885782996,0.28207031885782996
582,Tl4 Ag4 Cl16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/513/min_e_strc.cif,No valid decomposition found for PDEntry : Tl4 Ag4 Cl16 with energy = -74.1305! (e_h: -0.04462130864461633),513,0.0,-0.04462130864461633
583,Ba2 Al2 Pd4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/612/min_e_strc.cif,no_error,612,0.3213682174682617,0.3213682174682617
584,Pm4 As4 Pd8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/397/min_e_strc.cif,No valid decomposition found for PDEntry : Pm4 As4 Pd8 with energy = -90.7183! (e_h: -0.05913480122884174),397,0.0,-0.05913480122884174
585,Sr3 Co3 F18,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/446/min_e_strc.cif,No valid decomposition found for PDEntry : Sr3 Co3 F18 with energy = -126.6808! (e_h: -0.08783495426177979),446,0.0,-0.08783495426177979
586,Cd4 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/859/min_e_strc.cif,no_error,859,0.20354938507080078,0.20354938507080078
587,Nd4 Al4 Si6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/371/min_e_strc.cif,no_error,371,0.31266798291887543,0.31266798291887543
588,Mn4 Al4 Fe8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/692/min_e_strc.cif,No valid decomposition found for PDEntry : Mn4 Al4 Fe8 with energy = -122.2273! (e_h: -0.00019025802612304688),692,0.0,-0.00019025802612304688
589,Ce3 Sb1 Pd2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/452/min_e_strc.cif,no_error,452,0.22923864258659954,0.22923864258659954
590,Ga1 Pd4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/246/min_e_strc.cif,no_error,246,0.48224878311157227,0.48224878311157227
591,Nd6 Si8 Au8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/103/min_e_strc.cif,no_error,103,0.14405005194924136,0.14405005194924136
592,Eu2 Si2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/959/min_e_strc.cif,no_error,959,0.5486063957214355,0.5486063957214355
593,Li2 B16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/817/min_e_strc.cif,no_error,817,1.1823347939385318,1.1823347939385318
594,Li1 H2 C2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/808/min_e_strc.cif,no_error,808,0.20853090286254883,0.20853090286254883
595,Mn4 Sb4 Pd4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/241/min_e_strc.cif,no_error,241,0.10303401947021484,0.10303401947021484
596,Gd4 Sb4 Pt8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/549/min_e_strc.cif,no_error,549,0.12508070468902588,0.12508070468902588
597,Ba4 Ge4 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/150/min_e_strc.cif,no_error,150,0.2047939896583557,0.2047939896583557
598,Y4 Al4 Co2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/983/min_e_strc.cif,no_error,983,0.015161132812499645,0.015161132812499645
599,Bi3 Pt3 Cl36,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/463/min_e_strc.cif,No valid decomposition found for PDEntry : Bi3 Pt3 Cl36 with energy = -125.6392! (e_h: -0.06201720237731845),463,0.0,-0.06201720237731845
600,Dy8 Cu8 Se16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/905/min_e_strc.cif,no_error,905,0.07220983505249023,0.07220983505249023
601,Nd3 In3 Ni3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/779/min_e_strc.cif,No valid decomposition found for PDEntry : Nd3 In3 Ni3 with energy = -43.9550! (e_h: -0.004775047302246094),779,0.0,-0.004775047302246094
602,Sr1 Mg3 Pb1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/916/min_e_strc.cif,no_error,916,0.41194429397583,0.41194429397583
603,Ho4 Si1 Ge4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/997/min_e_strc.cif,no_error,997,0.2901876237657337,0.2901876237657337
604,Sc3 Mo18 O36,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/308/min_e_strc.cif,no_error,308,0.05395760034259567,0.05395760034259567
605,Tm8 Zn4 Ir4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/582/min_e_strc.cif,no_error,582,0.019970893859865946,0.019970893859865946
606,Pr4 Al4 Pt4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/986/min_e_strc.cif,No valid decomposition found for PDEntry : Pr4 Al4 Pt4 with energy = -70.8717! (e_h: -0.00166749954223544),986,0.0,-0.00166749954223544
607,Sr12 N2 Cl6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/342/min_e_strc.cif,no_error,342,0.29825384616851736,0.29825384616851736
608,Re4 As24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/702/min_e_strc.cif,no_error,702,0.026382605234782197,0.026382605234782197
609,Er2 Al8 P4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/44/min_e_strc.cif,no_error,44,0.7243867117659484,0.7243867117659484
610,Fe3 Se9,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/743/min_e_strc.cif,No valid decomposition found for PDEntry : Fe3 Se9 with energy = -62.2738! (e_h: -0.002187371253967285),743,0.0,-0.002187371253967285
611,Ag4 Pd4 Pb8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/757/min_e_strc.cif,no_error,757,0.08494985103607178,0.08494985103607178
612,Ce4 O4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/78/min_e_strc.cif,No valid decomposition found for PDEntry : Ce4 O4 with energy = -69.3790! (e_h: -0.0005702972412109375),78,0.0,-0.0005702972412109375
613,Tb4 Se4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/219/min_e_strc.cif,No valid decomposition found for PDEntry : Tb4 Se4 with energy = -48.5998! (e_h: -0.0017561912536621094),219,0.0,-0.0017561912536621094
614,Cu2 H4 N2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/482/min_e_strc.cif,no_error,482,0.18564303716023733,0.18564303716023733
